title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
Amerikan Sapığı,09/03/2001 (TR),74,Mary Harron,,"Gerilim,Dram,Suç",1h 42m,İngilizce,"$7,000,000.00","$34,300,000.00"
Flamin' Hot,09/06/2023 (TR),80,Eva Longoria,,"Komedi,Dram",1h 39m,İngilizce,-,-
"The Gangster, the Cop, the Devil",15/05/2019 (KR),78,Lee Won-tae,,"Suç,Aksiyon,Gerilim",1h 49m,Korece,"$6,500,000.00","$25,775,371.00"
,02/07/1980 (US),73,Jim Abrahams,Jim Abrahams,Komedi,1h 26m,İngilizce,"$3,500,000.00","$83,453,539.00"
John Wick,28/11/2014 (TR),74,Chad Stahelski,Derek Kolstad,"Aksiyon,Gerilim",1h 41m,İngilizce,"$20,000,000.00","$88,761,661.00"
Ayı Paddington 2,10/11/2017 (GB),75,Paul King,,"Macera,Komedi,Aile",1h 44m,İngilizce,"$40,000,000.00","$227,300,000.00"
Büyük Diktatör,15/10/1940 (TR),83,Charlie Chaplin,Charlie Chaplin,"Komedi,Savaş",2h 5m,İngilizce,"$2,000,000.00","$11,000,000.00"
,25/12/2000 (US),74,Giuseppe Tornatore,,Dram,1h 49m,İtalyanca,-,"$14,493,284.00"
Garez,17/12/2004 (TR),59,Takashi Shimizu,Takashi Shimizu,"Korku,Gizem,Gerilim",1h 32m,İngilizce,"$10,000,000.00","$183,474,602.00"
Willy Wonka ve Çikolata Fabrikası,30/06/1971 (US),75,Mel Stuart,,"Aile,Fantastik,Komedi",1h 39m,İngilizce,"$3,000,000.00","$4,000,000.00"
Ölmek İçin Zaman Yok,01/10/2021 (TR),74,Cary Joji Fukunaga,,"Aksiyon,Macera,Gerilim",2h 43m,İngilizce,"$301,000,000.00","$774,153,007.00"
Hellboy,03/09/2004 (TR),67,Guillermo del Toro,Mike Mignola,"Fantastik,Aksiyon",2h 2m,İngilizce,"$66,000,000.00","$99,318,987.00"
Adı Çıkmış,11/04/2011 (TR),68,Will Gluck,Bert V. Royal,Komedi,1h 33m,İngilizce,"$8,000,000.00","$75,026,327.00"
Possessor: Sahip,02/05/2021 (TR),64,Brandon Cronenberg,Brandon Cronenberg,"Korku,Gerilim,Bilim-Kurgu",1h 44m,İngilizce,"$2,500,000.00","$911,000.00"
The Farm,19/04/2019 (US),53,Hans Stjernswärd,Hans Stjernswärd,Korku,1h 20m,İngilizce,-,-
,23/08/2024 (TR),67,Benjamin Brewer,Michael Nilon,"Bilim-Kurgu,Gerilim,Korku",1h 32m,Hırvatça,-,"$859,453.00"
,11/02/2010 (US),62,Chris Columbus,,"Macera,Fantastik,Aile",1h 58m,İngilizce,"$95,000,000.00","$226,497,209.00"
,20/04/1978 (IT),48,Joe D'Amato,,"Dram,Korku,Gerilim",1h 29m,İtalyanca,-,-
,24/06/2010 (US),64,Dennis Dugan,Fred Wolf,Komedi,1h 42m,İngilizce,"$80,000,000.00","$271,430,189.00"
Child's Play,21/06/2019 (US),60,Lars Klevberg,,"Korku,Gerilim",1h 30m,İngilizce,"$10,000,000.00","$44,902,237.00"
Kaçış Planı,10/01/2014 (TR),67,Mikael Håfström,,"Aksiyon,Gerilim",1h 55m,İngilizce,"$50,000,000.00","$137,328,301.00"
Canavarlar Yaratıklara Karşı,10/04/2009 (TR),62,Rob Letterman,,"Animasyon,Aile,Macera,Bilim-Kurgu",1h 34m,İngilizce,"$175,000,000.00","$381,509,870.00"
Bedspacer,05/01/2024 (PH),39,Carlo Obispo,,"Gerilim,Dram",1h 46m,Tagalog,-,-
Atlas,24/05/2024 (TR),0,Brad Peyton,Leo Sardarian,"Aksiyon,Bilim-Kurgu",1h 58m,İngilizce,-,-
Arabalar,15/09/2006 (TR),70,John Lasseter,,"Animasyon,Macera,Komedi,Aile",1h 57m,İngilizce,"$120,000,000.00","$461,983,149.00"
Tetikçi,11/05/2007 (TR),71,Antoine Fuqua,,"Dram,Aksiyon,Gerilim",2h 4m,İngilizce,"$61,000,000.00","$95,700,000.00"
Taciz,09/12/1994 (US),63,Barry Levinson,,"Gerilim,Dram,Suç",2h 7m,İngilizce,"$55,000,000.00","$214,015,089.00"
Yıldız Geçidi,28/10/1994 (US),70,Roland Emmerich,,"Aksiyon,Macera,Bilim-Kurgu",2h 10m,İngilizce,"$55,000,000.00","$196,567,262.00"
Transformers 5: Son Şövalye,21/06/2017 (US),61,Michael Bay,,"Aksiyon,Macera,Bilim-Kurgu",2h 35m,İngilizce,"$217,000,000.00","$605,400,000.00"
Fantastik Dörtlü,07/08/2015 (TR),44,Josh Trank,,"Aksiyon,Macera,Bilim-Kurgu",1h 40m,İngilizce,"$120,000,000.00","$167,977,596.00"
,18/11/2016 (GB),73,David Yates,,"Fantastik,Macera",2h 12m,İngilizce,"$180,000,000.00","$809,342,332.00"
Ben Robot,08/10/2004 (TR),69,Alex Proyas,,"Aksiyon,Bilim-Kurgu",1h 55m,İngilizce,"$120,000,000.00","$347,234,916.00"
Caligula,14/08/1979 (IT),60,Tinto Brass,,"Dram,Tarih",2h 36m,İtalyanca,"$17,500,000.00","$23,400,000.00"
Thriller Gecesi,13/09/2011 (US),68,Sean Bishop,,Animasyon,5m,İngilizce,-,-
Truman Şov,16/10/1998 (TR),81,Peter Weir,Andrew Niccol,"Komedi,Dram",1h 43m,İngilizce,"$60,000,000.00","$264,100,000.00"
Terminatör: Kurtuluş,05/06/2009 (TR),61,McG,John Brancato,"Aksiyon,Bilim-Kurgu,Gerilim",1h 55m,İngilizce,"$200,000,000.00","$371,353,001.00"
Altın Göz,23/11/1995 (GB),69,Martin Campbell,,"Macera,Aksiyon,Gerilim",2h 10m,İngilizce,"$58,000,000.00","$352,200,000.00"
,02/10/2002 (US),67,Corey Yuen,,"Aksiyon,Suç,Gerilim",1h 32m,İngilizce,"$21,000,000.00","$43,900,000.00"
,30/12/2022 (TR),63,Jason Moore,Mark Hammer,"Aksiyon,Komedi,Romantik",1h 41m,İngilizce,-,"$4,495,365.00"
Kızgın Boğa,14/11/1980 (US),79,Martin Scorsese,,Dram,2h 9m,İngilizce,"$18,000,000.00","$23,000,000.00"
The Mother,12/05/2023 (TR),67,Niki Caro,Misha Green,"Aksiyon,Gerilim",1h 57m,İngilizce,-,-
,25/01/2024 (US),69,Charles Stone III,Danny Segal,Komedi,1h 36m,İngilizce,"$30,000,000.00",-
En Karanlık Saat,02/02/2018 (TR),74,Joe Wright,,"Dram,Tarih",2h 5m,İngilizce,"$30,000,000.00","$150,847,207.00"
Tron,09/07/1982 (US),67,Steven Lisberger,,"Bilim-Kurgu,Aksiyon,Macera",1h 36m,İngilizce,"$17,000,000.00","$33,000,000.00"
,31/08/2006 (US),59,Keenen Ivory Wayans,,"Komedi,Suç",1h 38m,İngilizce,"$64,000,000.00","$101,600,000.00"
Ağaçkakan Woody,05/10/2017 (BR),66,Alex Zamm,,"Komedi,Aile,Animasyon",1h 31m,İngilizce,"$10,000,000.00","$15,316,635.00"
Aşk Kazası,17/07/2015 (US),58,Judd Apatow,Amy Schumer,"Komedi,Romantik",2h 5m,İngilizce,"$35,000,000.00","$140,795,793.00"
Şirinler,29/07/2011 (US),58,Raja Gosnell,,"Animasyon,Aile,Macera,Komedi,Fantastik",1h 43m,İngilizce,"$110,000,000.00","$563,749,323.00"
Özgür Ruh,24/05/2002 (US),77,Kelly Asbury,,"Animasyon,Macera,Komedi,Aile,Dram,Vahşi Batı,Romantik",1h 25m,İngilizce,"$80,000,000.00","$122,563,539.00"
,19/04/2024 (US),71,Guy Ritchie,,"Aksiyon,Savaş,Komedi",2h,İngilizce,"$60,000,000.00","$15,915,998.00"
,15/02/2002 (TR),74,Steven Soderbergh,,"Gerilim,Suç",1h 56m,İngilizce,"$85,000,000.00","$450,717,150.00"
All of Us Strangers,22/12/2023 (US),75,Andrew Haigh,Andrew Haigh,"Romantik,Dram,Fantastik",1h 46m,İngilizce,-,"$14,864,960.00"
Küçük Kardeşim,17/12/1999 (US),61,Rob Minkoff,,"Aile,Fantastik,Komedi,Macera",1h 24m,İngilizce,"$133,000,000.00","$300,100,000.00"
Crood'lar 2: Yeni Bir Çağ,26/03/2021 (TR),75,Joel Crawford,,"Animasyon,Aile,Macera,Fantastik,Komedi",1h 35m,İngilizce,"$65,000,000.00","$215,905,815.00"
Bir Böceğin Yaşamı,19/03/1999 (TR),70,John Lasseter,,"Aile,Animasyon,Macera,Komedi",1h 36m,İngilizce,"$80,000,000.00","$363,258,859.00"
Dragon Ball Z: Tanrıların Savaşı,30/03/2013 (JP),68,Masahiro Hosoda,,"Animasyon,Aksiyon,Bilim-Kurgu",1h 25m,Japonca,-,"$50,461,371.00"
,26/03/2010 (TR),76,Duncan Jones,,"Bilim-Kurgu,Dram",1h 37m,İngilizce,"$5,000,000.00","$9,760,104.00"
Tutku: Hz. İsa'nın Çilesi,09/04/2004 (TR),75,Mel Gibson,,Dram,2h 7m,İngilizce,"$30,000,000.00","$612,060,372.00"
Fok Birliği,31/12/2021 (US),69,Greig Cameron,,"Animasyon,Aile",1h 38m,İngilizce,-,-
Krampus,27/11/2015 (TR),62,Michael Dougherty,Michael Dougherty,"Korku,Komedi,Fantastik",1h 38m,İngilizce,"$15,000,000.00","$61,800,000.00"
SüngerBob KarePantolon,13/05/2005 (TR),70,Stephen Hillenburg,,"Aile,Animasyon,Komedi,Fantastik,Macera",1h 27m,İngilizce,"$30,000,000.00","$140,161,792.00"
Tılsım,19/09/1997 (US),60,Robert Kurtzman,,"Korku,Fantastik",1h 26m,İngilizce,"$5,000,000.00","$15,738,769.00"
,18/11/2016 (US),75,Kenneth Lonergan,Kenneth Lonergan,Dram,2h 18m,İngilizce,"$9,000,000.00","$79,000,000.00"
Pitbull: Exodus,11/11/2021 (PL),71,Patryk Vega,,Aksiyon,1h 52m,Lehçe,-,-
Yeni Yıl Soygunu,26/11/2003 (US),65,Terry Zwigoff,John Requa,"Dram,Komedi,Suç",1h 32m,İngilizce,"$23,000,000.00","$76,500,000.00"
,28/11/1997 (TR),65,Paul W. S. Anderson,Andrew Kevin Walker,"Korku,Bilim-Kurgu,Gizem",1h 36m,İngilizce,"$60,000,000.00","$26,700,000.00"
Sahte Vücutlar,26/10/1984 (US),67,Brian De Palma,,"Suç,Gizem,Gerilim",1h 54m,İngilizce,"$10,000,000.00","$8,801,940.00"
,13/09/2021 (CA),70,Barry Levinson,,"Tarih,Aksiyon,Dram",2h 9m,İngilizce,-,-
Derin Darbe,22/05/1998 (TR),62,Mimi Leder,,"Aksiyon,Dram,Bilim-Kurgu",2h 1m,İngilizce,"$75,000,000.00","$349,464,664.00"
Mulan,04/09/2020 (TR),69,Niki Caro,,"Macera,Fantastik,Dram,Aksiyon",1h 55m,İngilizce,"$200,000,000.00","$69,965,374.00"
Possession,07/10/2022 (NO),54,Henrik Martin Dahlsbakken,Henrik Martin Dahlsbakken,"Dram,Korku",1h 44m,Norveççe,-,-
Siyah Telefon,24/06/2022 (TR),76,Scott Derrickson,,"Korku,Gerilim",1h 43m,İngilizce,"$17,000,000.00","$161,400,000.00"
Buz Devri 4: Kıtalar Ayrılıyor,29/06/2012 (TR),64,Steve Martino,,"Animasyon,Komedi,Macera,Aile",1h 28m,İngilizce,"$95,000,000.00","$877,244,782.00"
Yenilmez,26/02/2010 (TR),72,Clint Eastwood,,"Dram,Tarih",2h 14m,İngilizce,"$60,000,000.00","$122,400,000.00"
Ufaklık,22/11/1994 (US),52,Ivan Reitman,,"Komedi,Bilim-Kurgu",1h 49m,İngilizce,"$60,000,000.00","$108,400,000.00"
Grey Eyes,11/05/2018 (FR),58,Santiago Ventura,,"Aksiyon,Bilim-Kurgu",1h 40m,İspanyolca; Kastilyaca,-,-
Kırık Ok,09/02/1996 (US),60,John Woo,,"Aksiyon,Gerilim,Macera",1h 48m,İngilizce,"$50,000,000.00","$150,300,000.00"
,01/04/2016 (TR),70,Dan Trachtenberg,,"Gerilim,Bilim-Kurgu,Dram,Korku",1h 44m,İngilizce,"$15,000,000.00","$110,216,998.00"
Esrarengiz Canavar,01/12/2022 (TR),66,Roar Uthaug,Espen Aukan,"Fantastik,Aksiyon,Macera",1h 44m,Norveççe,-,-
Fireproof,26/09/2008 (US),76,Alex Kendrick,,"Dram,Romantik",2h 2m,İngilizce,"$500,000.00","$33,473,297.00"
Akıl Defteri,27/07/2001 (TR),82,Christopher Nolan,,"Gizem,Gerilim",1h 53m,İngilizce,"$9,000,000.00","$40,000,000.00"
Keskin Nişancı,20/02/2015 (TR),74,Clint Eastwood,Jason Hall,"Savaş,Aksiyon",2h 13m,İngilizce,"$58,800,000.00","$542,300,000.00"
Tetikçiler,12/10/2012 (TR),69,Rian Johnson,Rian Johnson,"Aksiyon,Gerilim,Bilim-Kurgu",1h 58m,İngilizce,"$30,000,000.00","$47,042,000.00"
Rambo 5: Son Kan,20/09/2019 (TR),65,Adrian Grünberg,,"Aksiyon,Gerilim,Dram",1h 41m,İngilizce,"$50,000,000.00","$91,500,000.00"
Disenchanted,18/11/2022 (TR),68,Adam Shankman,,"Komedi,Aile,Fantastik",1h 59m,İngilizce,-,-
Resident Evil: Raccoon Şehri,03/12/2021 (TR),60,Johannes Roberts,Johannes Roberts,"Korku,Bilim-Kurgu,Aksiyon",1h 47m,İngilizce,"$25,000,000.00","$41,914,915.00"
Dragon Ball Z Resurrection,18/04/2015 (JP),68,Tadayoshi Yamamuro,,"Aksiyon,Animasyon,Bilim-Kurgu",1h 33m,Japonca,"$5,000,000.00","$61,768,190.00"
,01/03/1983 (TR),81,Wolfgang Petersen,,"Dram,Tarih,Savaş",2h 30m,Almanca,"$14,000,000.00","$85,000,000.00"
Şey,14/10/2011 (US),62,Matthijs van Heijningen Jr.,Eric Heisserer,"Korku,Bilim-Kurgu,Gizem",1h 43m,İngilizce,"$35,000,000.00","$31,505,287.00"
İntikam Meleği,21/09/2018 (TR),67,Pierre Morel,,"Aksiyon,Gerilim",1h 42m,İngilizce,"$25,000,000.00","$53,918,723.00"
Tinker Bell,27/10/2008 (US),68,Bradley Raymond,Bradley Raymond,"Animasyon,Aile,Macera,Fantastik",1h 18m,İngilizce,"$48,000,000.00",-
Tinker Bell: Gizemli Kanatlar,17/08/2012 (TR),72,Peggy Holmes,,"Animasyon,Aile,Fantastik,Macera",1h 15m,İngilizce,-,-
Tank Girl,31/03/1995 (US),54,Rachel Talalay,,"Aksiyon,Komedi,Bilim-Kurgu,Fantastik",1h 44m,İngilizce,"$25,000,000.00","$4,064,495.00"
Cellat,18/08/2017 (US),69,Ric Roman Waugh,Ric Roman Waugh,"Suç,Dram,Gerilim",2h 1m,İngilizce,-,-
Valerian ve Bin Gezegen İmparatorluğu,27/07/2017 (TR),66,Luc Besson,Luc Besson,"Macera,Bilim-Kurgu,Aksiyon",2h 16m,İngilizce,"$177,200,000.00","$225,973,340.00"
Sessiz Bir Yer 2,16/07/2021 (TR),75,John Krasinski,John Krasinski,"Bilim-Kurgu,Gerilim,Korku",1h 37m,İngilizce,"$61,000,000.00","$297,400,000.00"
Monsternado,14/11/2023 (GB),58,Tyler-James,Tyler-James,"Korku,Bilim-Kurgu",1h 21m,İngilizce,-,-
Testere VI,11/12/2009 (TR),63,Kevin Greutert,,"Korku,Gerilim",1h 30m,İngilizce,"$11,000,000.00","$68,234,154.00"
Godzilla Resurgence,29/07/2016 (JP),72,Hideaki Anno,,"Aksiyon,Bilim-Kurgu,Korku",2h,Japonca,"$15,000,000.00","$78,053,145.00"
,05/03/2021 (US),79,Don Hall,,"Animasyon,Aile,Fantastik,Aksiyon,Macera",1h 47m,İngilizce,"$100,000,000.00","$130,423,032.00"
Geceyarısı Ekspresi,06/10/1978 (GB),75,Alan Parker,,"Dram,Suç",2h 1m,İngilizce,"$2,300,000.00","$35,000,000.00"
The Outpost,03/07/2020 (US),69,Rod Lurie,,"Savaş,Dram,Tarih,Aksiyon",2h 3m,İngilizce,"$18,000,000.00","$2,133,452.00"
Savaşın İzleri,02/12/2016 (US),61,Dito Montiel,,"Gerilim,Dram,Savaş",1h 32m,İngilizce,-,"$167,085.00"
,18/11/2005 (TR),76,Tim Burton,,"Romantik,Fantastik,Animasyon",1h 17m,İngilizce,"$40,000,000.00","$118,133,252.00"
Terminal,06/10/2004 (TR),73,Steven Spielberg,,"Komedi,Dram",2h 9m,İngilizce,"$60,000,000.00","$219,417,255.00"
Barbie and Stacie to the Rescue,14/03/2024 (US),75,Conrad Helten,Kay Christianson-Donmyer,"Animasyon,Aile",1h,İngilizce,-,-
Gün Batımından Şafağa,15/11/1996 (TR),70,Robert Rodriguez,,"Korku,Aksiyon,Gerilim,Suç",1h 40m,İngilizce,"$19,000,000.00","$25,800,000.00"
Armageddon,01/07/1998 (US),68,Michael Bay,,"Aksiyon,Gerilim,Bilim-Kurgu,Macera",2h 33m,İngilizce,"$140,000,000.00","$553,799,566.00"
Sevmek,03/02/2017 (GB),67,Jeff Nichols,Jeff Nichols,"Dram,Romantik",2h 3m,İngilizce,"$9,000,000.00","$8,996,802.00"
Drakula: Son Yolculuk,27/08/2023 (TR),69,André Øvredal,,"Gerilim,Korku",1h 58m,İngilizce,"$45,000,000.00","$21,600,000.00"
Suç Takımı,04/05/2018 (TR),68,Christian Gudegast,,"Aksiyon,Suç,Gerilim",2h 20m,İngilizce,"$30,000,000.00","$80,509,622.00"
Buz Devri 3: Dinozorların Şafağı,01/07/2009 (TR),67,Carlos Saldanha,,"Animasyon,Komedi,Aile,Macera",1h 34m,İngilizce,"$90,000,000.00","$886,686,817.00"
The Dark Kingdom,26/11/2018 (GB),58,Simon Wells,Ben Loyd-Holmes,"Fantastik,Macera,Bilim-Kurgu,Aksiyon",1h 25m,İngilizce,"$126,580.00",-
Madagaskar Penguenleri,26/11/2014 (US),65,Simon J. Smith,,"Aile,Animasyon,Macera,Komedi",1h 31m,İngilizce,"$132,000,000.00","$373,552,094.00"
Neon Genesis Evangelion: Evangelion'un Sonu,19/07/1997 (JP),83,Hideaki Anno,Hideaki Anno,"Animasyon,Bilim-Kurgu,Aksiyon,Dram",1h 27m,Japonca,-,"$20,563,523.00"
Çarpışma,24/06/2005 (TR),72,Paul Haggis,,Dram,1h 52m,İngilizce,"$6,500,000.00","$98,400,000.00"
Üvey Kardeşler,25/07/2008 (US),66,Adam McKay,,Komedi,1h 38m,İngilizce,"$65,000,000.00","$128,100,000.00"
Rio 2,10/04/2014 (TR),65,Carlos Saldanha,,"Animasyon,Macera,Komedi,Aile",1h 42m,İngilizce,"$103,000,000.00","$500,200,000.00"
,21/02/2014 (TR),55,Paul W. S. Anderson,,"Aksiyon,Macera,Tarih,Romantik,Dram",1h 45m,İngilizce,"$100,000,000.00","$117,831,631.00"
Mükemmel Uyum,28/09/2012 (US),73,Jason Moore,,"Komedi,Müzik,Romantik",1h 52m,İngilizce,"$17,000,000.00","$115,647,426.00"
,12/06/2008 (US),62,Louis Leterrier,,"Bilim-Kurgu,Aksiyon,Macera",1h 53m,İngilizce,"$150,000,000.00","$163,712,074.00"
Manhattan'da Sihir,20/11/2007 (US),68,Kevin Lima,,"Komedi,Aile,Fantastik,Romantik",1h 47m,İngilizce,"$85,000,000.00","$340,487,652.00"
Bir Zamanlar… Hollywood'da,23/08/2019 (TR),74,Quentin Tarantino,,"Komedi,Dram,Gerilim",2h 42m,İngilizce,"$95,000,000.00","$374,300,000.00"
Hayatımın Tatili,13/01/2006 (US),72,Wayne Wang,,"Macera,Komedi,Dram",1h 52m,İngilizce,"$45,000,000.00","$38,399,961.00"
Tehlikeli Görev,09/10/2020 (US),58,Ryûhei Kitamura,Devon Rose,"Aksiyon,Gerilim",1h 37m,İngilizce,-,"$307,873.00"
,03/06/1983 (US),71,John Badham,,"Gerilim,Bilim-Kurgu,Dram",1h 54m,İngilizce,"$12,000,000.00","$124,600,000.00"
Boy Kills World,26/04/2024 (TR),64,Moritz Mohr,Arend Remmers,"Aksiyon,Gerilim,Bilim-Kurgu",1h 55m,İngilizce,-,"$1,682,348.00"
Parker,25/01/2013 (TR),60,Taylor Hackford,,"Aksiyon,Suç",1h 58m,İngilizce,"$35,000,000.00","$46,216,641.00"
Uslu Çocuklar,16/08/2019 (US),69,Gene Stupnitsky,Gene Stupnitsky,Komedi,1h 29m,İngilizce,"$20,000,000.00","$111,037,232.00"
Zindan Adası,12/03/2010 (TR),82,Martin Scorsese,,"Dram,Gerilim,Gizem",2h 18m,İngilizce,"$80,000,000.00","$294,800,000.00"
Yapımcılar,18/03/1968 (US),71,Mel Brooks,Mel Brooks,Komedi,1h 28m,İngilizce,"$947,000.00",-
Her Şey Her Yerde Aynı Anda,08/04/2022 (TR),78,Daniel Scheinert,Daniel Scheinert,"Aksiyon,Macera,Bilim-Kurgu",2h 20m,İngilizce,"$25,000,000.00","$139,200,000.00"
,21/03/2024 (US),65,Adam Cooper,Adam Cooper,"Dram,Gerilim,Gizem",1h 50m,İngilizce,-,-
Zamanda Aşk,04/10/2013 (TR),79,Richard Curtis,Richard Curtis,"Dram,Romantik,Fantastik",2h 3m,İngilizce,"$12,000,000.00","$87,100,449.00"
,31/05/2013 (TR),65,Chris Wedge,,"Animasyon,Macera,Aile,Fantastik",1h 42m,İngilizce,"$100,000,000.00","$268,426,634.00"
"Miraculous World: Paris, Tales of Shadybug and Claw Noir",21/10/2023 (FR),75,Thomas Astruc,Thomas Astruc,"Animasyon,Macera,Aksiyon,Fantastik,Aile",48m,Fransızca,-,-
Yumruk Dövüşü,17/02/2017 (US),61,Richie Keen,,Komedi,1h 31m,İngilizce,"$22,000,000.00","$41,087,017.00"
Sully,09/09/2016 (US),72,Clint Eastwood,,"Dram,Tarih",1h 36m,İngilizce,"$60,000,000.00","$240,800,000.00"
Suyun Sesi,16/02/2018 (TR),72,Guillermo del Toro,,"Dram,Fantastik,Romantik",2h 3m,İngilizce,"$19,500,000.00","$195,300,000.00"
Upgrade,31/08/2018 (TR),75,Leigh Whannell,Leigh Whannell,"Aksiyon,Gerilim,Bilim-Kurgu",1h 40m,İngilizce,"$5,000,000.00","$16,706,680.00"
Sindirella II: Rüyalar Gerçek Oluyor,23/02/2002 (US),61,John Kafka,,"Aile,Animasyon,Romantik,Fantastik",1h 13m,İngilizce,"$5,000,000.00",-
Gündem,29/01/2016 (TR),78,Tom McCarthy,Tom McCarthy,"Dram,Tarih",2h 9m,İngilizce,"$20,000,000.00","$98,700,000.00"
Azgın Dişiler,28/04/1989 (US),61,Dorian Walker,Robin Menken,"Komedi,Fantastik,Müzik,Romantik",1h 34m,İngilizce,-,"$27,843.00"
Çelik Manolyalar,15/11/1989 (US),72,Herbert Ross,,"Komedi,Dram,Romantik",1h 59m,İngilizce,"$15,000,000.00","$95,904,091.00"
Yargıç Dredd,28/09/2012 (TR),68,Pete Travis,,"Aksiyon,Bilim-Kurgu",1h 35m,İngilizce,"$50,000,000.00","$41,037,742.00"
,10/11/2006 (TR),64,Jared Hess,Mike White,"Komedi,Aile,Dram",1h 32m,İngilizce,"$35,000,000.00","$99,300,000.00"
Constantine,11/03/2005 (TR),71,Francis Lawrence,,"Fantastik,Aksiyon,Korku",2h 1m,İngilizce,"$100,000,000.00","$230,900,000.00"
Molly'nin Oyunu,25/12/2017 (US),71,Aaron Sorkin,Aaron Sorkin,"Dram,Suç",2h 20m,İngilizce,"$30,000,000.00","$59,284,015.00"
,01/01/2004 (US),84,P.J. Hogan,Mark Verheiden,TV film,39m,İngilizce,-,-
,11/09/2020 (TR),77,Dan Scanlon,,"Aile,Animasyon,Macera,Komedi,Fantastik",1h 43m,İngilizce,"$200,000,000.00","$141,940,042.00"
Hızlı ve Emekli 2,19/07/2013 (CA),65,Dean Parisot,Jon Hoeber,"Aksiyon,Komedi,Suç,Gerilim",1h 56m,İngilizce,"$84,000,000.00","$148,100,000.00"
Oz Büyücüsü,25/08/1939 (US),76,Victor Fleming,,"Macera,Fantastik,Aile",1h 42m,İngilizce,"$2,777,000.00","$33,754,967.00"
A Tribe Called Judah,15/12/2023 (NG),86,Funke Akindele,Funke Akindele,"Komedi,Suç",2h 14m,İngilizce,-,-
Zombieland 2,18/10/2019 (US),69,Ruben Fleischer,,"Komedi,Korku",1h 39m,İngilizce,"$42,000,000.00","$122,800,000.00"
Gotti,15/06/2018 (US),53,Kevin Connolly,,"Suç,Dram,Tarih,Gerilim",1h 46m,İngilizce,"$10,000,000.00","$4,343,227.00"
Renfield,14/04/2023 (US),66,Chris McKay,,"Komedi,Korku,Fantastik",1h 33m,İngilizce,"$65,000,000.00","$26,400,000.00"
,04/12/1994 (JP),66,Atsutoshi Umezawa,Takashi Shiina,"Animasyon,Aksiyon,Macera,Komedi,Fantastik,Korku",1h,Japonca,-,-
Evrim,20/07/2001 (TR),61,Ivan Reitman,,"Komedi,Bilim-Kurgu,Aksiyon",1h 41m,İngilizce,"$80,000,000.00","$98,376,292.00"
Radical,03/11/2023 (US),84,Christopher Zalla,,Dram,2h 7m,İngilizce,"$10,000,000.00","$21,066,351.00"
Kidnapped,25/05/2023 (IT),74,Marco Bellocchio,,"Dram,Tarih",2h 14m,İtalyanca,"$14,100,000.00","$3,000,000.00"
Şans Ayağıma Geldi,11/09/2014 (US),59,Tom McCarthy,Tom McCarthy,"Fantastik,Komedi,Dram",1h 39m,İngilizce,-,-
Batman,23/06/1989 (US),72,Tim Burton,,"Fantastik,Aksiyon,Suç",2h 6m,İngilizce,"$35,000,000.00","$411,348,924.00"
Kabus Gecesi 1: Sonsuz Dehşet,30/08/2002 (TR),65,Victor Salva,Victor Salva,"Korku,Gerilim,Gizem,Dram",1h 30m,İngilizce,"$10,000,000.00","$59,217,789.00"
Kuduz,08/04/1977 (CA),64,David Cronenberg,David Cronenberg,"Korku,Bilim-Kurgu",1h 31m,İngilizce,"$530,000.00",-
The Color Purple,25/12/2023 (US),70,Blitz Bazawule,,Dram,2h 21m,İngilizce,"$95,000,000.00","$66,025,125.00"
Ruhlar Bölgesi: Kırmızı Kapı,07/07/2023 (TR),67,Patrick Wilson,,"Korku,Gizem,Gerilim",1h 47m,İngilizce,"$16,000,000.00","$185,582,093.00"
,17/12/1982 (US),72,Sydney Pollack,Elaine May,"Komedi,Romantik",1h 56m,İngilizce,"$21,000,000.00","$177,200,000.00"
Ahmaklar,01/09/2006 (US),63,Mike Judge,,"Komedi,Bilim-Kurgu,Macera",1h 24m,İngilizce,"$30,000,000.00","$495,303.00"
Kırmızı Nehir,17/08/2003 (US),40,Charles Robert Carner,Chris Mack,"Korku,Aksiyon",1h 32m,İngilizce,-,-
Korku Kapanı 5: Kanlı Parti,23/10/2012 (US),54,Declan O'Brien,Declan O'Brien,"Korku,Gerilim",1h 31m,İngilizce,"$3,000,000.00",-
Ölümcül Dövüş,29/12/1995 (TR),58,Paul W. S. Anderson,,"Aksiyon,Fantastik",1h 41m,İngilizce,"$18,000,000.00","$122,195,920.00"
Çıtır Kızlar,30/07/2000 (US),63,David McNally,Gina Wendkos,"Komedi,Dram,Müzik,Romantik",1h 40m,İngilizce,"$45,000,000.00","$113,900,000.00"
Bay Evet,16/01/2009 (TR),67,Peyton Reed,,"Komedi,Romantik",1h 44m,İngilizce,"$70,000,000.00","$223,200,000.00"
Mank,04/12/2020 (TR),67,David Fincher,,"Dram,Tarih",2h 12m,İngilizce,"$25,000,000.00","$122,252.00"
Testere,29/10/2004 (TR),74,James Wan,Leigh Whannell,"Korku,Gizem,Suç",1h 43m,İngilizce,"$1,200,000.00","$103,911,669.00"
Sahara,16/09/2005 (TR),59,Breck Eisner,,"Aksiyon,Macera,Komedi,Dram,Gizem",2h 4m,İngilizce,"$130,000,000.00","$119,269,486.00"
Emmanuelle 6,06/07/1988 (FR),42,Bruno Zincone,Jean Rollin,"Dram,Romantik",1h 20m,Fransızca,-,-
